Product Id, Sku, Name, Description, Short Description, Manufacturer, Create At, Updated At, Price, Meta Title
91707,"DIOR4131247-01-12 years","Off White Tailored Shorts -12 years","<p><a href=""/designers/d-designers/baby-dior-kids.html"" target=""_blank"">Dior </a>off-white tailored shorts with a twin pockets at the hips with pleating details. Also features contrasting grey stitching details at the waistband and pockets, an exposed zip at the left hip and tonal 'Dior' branding. Made from 98% Cotton and 2% Elastane, machine wash at 30 degrees.</p>
<p>These smart and stylish shorts from <a href=""/designers/d-designers/baby-dior-kids.html"" target=""_self""><strong>Dior</strong></a> are the ideal piece for a chic little lady. The beautiful cut and on-trend exposed zip detail make these perfect for smart occasions, whilst remaining an uber stylish and fashionable choice. Team with the<a href=""/designers/p-designers/petite-maloles/petite-dorothy-brogues-in-metallic-champagne.html"" target=""_self""><strong> Petit Maloles Petit Dorothy Brogues In Metallic Champagne</strong></a> and the <a href=""/girls/products/t-shirts-tops/green-print-blouse.html"" target=""_self""><strong>Marni Green Print Blouse</strong></a></p>",DIOR4131247-01,876,"2012-02-01 14:52:15","2012-02-01 14:52:15",125.0000,"Dior Girls Off White Tailored Shorts "
91708,"PS--4131034-01-2 years","Navy Barnia tee with roller skate print-2 years","<p><a href=""designers/p-designers/paul-smith.html"">Paul Smith</a> navy tee with a multi- coloured branded print of a roller skate. Also has short sleeves, branding and a crew neckline. Made from 94% Cotton, 6% Elastane. Machine wash at 30 degrees.</p>
<p>Get yout skates on and treat your little girl to this <a href=""designers/p-designers/paul-smith.html""><strong>Paul Smith</strong></a> tee. The groovy multi- coloured graphic will be admired by all who see it, whilst the lightweight cotton blend ensures she can move with ease and comfort. Complete the look with the <a href=""/new-in/categories/girls/denim-kerri-skirt.html""><strong>denim Kerri skirt</strong></a><strong></strong> and the <strong></strong><a href=""/new-in/categories/girls/blue-cap-with-bow-and-balloon-print.html""><strong>blue cap with balloon and bow print,</strong></a><strong></strong> both by <strong></strong><a href=""/designers/l-designers/little-marc-jacobs.html""><strong>Little Marc Jacobs.</strong></a></p>",PS--4131034-01,646,"2012-02-01 14:52:46","2012-02-01 14:52:46",42.0000,"Paul Smith Girls navy barnia tee with roller skate print"
91709,"PS--4131034-01-3 years","Navy Barnia tee with roller skate print-3 years","<p><a href=""designers/p-designers/paul-smith.html"">Paul Smith</a> navy tee with a multi- coloured branded print of a roller skate. Also has short sleeves, branding and a crew neckline. Made from 94% Cotton, 6% Elastane. Machine wash at 30 degrees.</p>
<p>Get yout skates on and treat your little girl to this <a href=""designers/p-designers/paul-smith.html""><strong>Paul Smith</strong></a> tee. The groovy multi- coloured graphic will be admired by all who see it, whilst the lightweight cotton blend ensures she can move with ease and comfort. Complete the look with the <a href=""/new-in/categories/girls/denim-kerri-skirt.html""><strong>denim Kerri skirt</strong></a><strong></strong> and the <strong></strong><a href=""/new-in/categories/girls/blue-cap-with-bow-and-balloon-print.html""><strong>blue cap with balloon and bow print,</strong></a><strong></strong> both by <strong></strong><a href=""/designers/l-designers/little-marc-jacobs.html""><strong>Little Marc Jacobs.</strong></a></p>",PS--4131034-01,646,"2012-02-01 14:53:01","2012-02-01 14:53:01",42.0000,"Paul Smith Girls navy barnia tee with roller skate print"
91710,"PS--4131034-01-4 years","Navy Barnia tee with roller skate print-4 years","<p><a href=""designers/p-designers/paul-smith.html"">Paul Smith</a> navy tee with a multi- coloured branded print of a roller skate. Also has short sleeves, branding and a crew neckline. Made from 94% Cotton, 6% Elastane. Machine wash at 30 degrees.</p>
<p>Get yout skates on and treat your little girl to this <a href=""designers/p-designers/paul-smith.html""><strong>Paul Smith</strong></a> tee. The groovy multi- coloured graphic will be admired by all who see it, whilst the lightweight cotton blend ensures she can move with ease and comfort. Complete the look with the <a href=""/new-in/categories/girls/denim-kerri-skirt.html""><strong>denim Kerri skirt</strong></a><strong></strong> and the <strong></strong><a href=""/new-in/categories/girls/blue-cap-with-bow-and-balloon-print.html""><strong>blue cap with balloon and bow print,</strong></a><strong></strong> both by <strong></strong><a href=""/designers/l-designers/little-marc-jacobs.html""><strong>Little Marc Jacobs.</strong></a></p>",PS--4131034-01,646,"2012-02-01 14:53:12","2012-02-01 14:53:12",42.0000,"Paul Smith Girls navy barnia tee with roller skate print"
91711,"PS--4131034-01-5 years","Navy Barnia tee with roller skate print-5 years","<p><a href=""designers/p-designers/paul-smith.html"">Paul Smith</a> navy tee with a multi- coloured branded print of a roller skate. Also has short sleeves, branding and a crew neckline. Made from 94% Cotton, 6% Elastane. Machine wash at 30 degrees.</p>
<p>Get yout skates on and treat your little girl to this <a href=""designers/p-designers/paul-smith.html""><strong>Paul Smith</strong></a> tee. The groovy multi- coloured graphic will be admired by all who see it, whilst the lightweight cotton blend ensures she can move with ease and comfort. Complete the look with the <a href=""/new-in/categories/girls/denim-kerri-skirt.html""><strong>denim Kerri skirt</strong></a><strong></strong> and the <strong></strong><a href=""/new-in/categories/girls/blue-cap-with-bow-and-balloon-print.html""><strong>blue cap with balloon and bow print,</strong></a><strong></strong> both by <strong></strong><a href=""/designers/l-designers/little-marc-jacobs.html""><strong>Little Marc Jacobs.</strong></a></p>",PS--4131034-01,646,"2012-02-01 14:53:20","2012-02-01 14:53:20",42.0000,"Paul Smith Girls navy barnia tee with roller skate print"
91712,"PS--4131034-01-6  years","Navy Barnia tee with roller skate print-6  years","<p><a href=""designers/p-designers/paul-smith.html"">Paul Smith</a> navy tee with a multi- coloured branded print of a roller skate. Also has short sleeves, branding and a crew neckline. Made from 94% Cotton, 6% Elastane. Machine wash at 30 degrees.</p>
<p>Get yout skates on and treat your little girl to this <a href=""designers/p-designers/paul-smith.html""><strong>Paul Smith</strong></a> tee. The groovy multi- coloured graphic will be admired by all who see it, whilst the lightweight cotton blend ensures she can move with ease and comfort. Complete the look with the <a href=""/new-in/categories/girls/denim-kerri-skirt.html""><strong>denim Kerri skirt</strong></a><strong></strong> and the <strong></strong><a href=""/new-in/categories/girls/blue-cap-with-bow-and-balloon-print.html""><strong>blue cap with balloon and bow print,</strong></a><strong></strong> both by <strong></strong><a href=""/designers/l-designers/little-marc-jacobs.html""><strong>Little Marc Jacobs.</strong></a></p>",PS--4131034-01,646,"2012-02-01 14:53:42","2012-02-01 14:53:42",42.0000,"Paul Smith Girls navy barnia tee with roller skate print"
91713,"PS--4131034-01-8 years","Navy Barnia tee with roller skate print-8 years","<p><a href=""designers/p-designers/paul-smith.html"">Paul Smith</a> navy tee with a multi- coloured branded print of a roller skate. Also has short sleeves, branding and a crew neckline. Made from 94% Cotton, 6% Elastane. Machine wash at 30 degrees.</p>
<p>Get yout skates on and treat your little girl to this <a href=""designers/p-designers/paul-smith.html""><strong>Paul Smith</strong></a> tee. The groovy multi- coloured graphic will be admired by all who see it, whilst the lightweight cotton blend ensures she can move with ease and comfort. Complete the look with the <a href=""/new-in/categories/girls/denim-kerri-skirt.html""><strong>denim Kerri skirt</strong></a><strong></strong> and the <strong></strong><a href=""/new-in/categories/girls/blue-cap-with-bow-and-balloon-print.html""><strong>blue cap with balloon and bow print,</strong></a><strong></strong> both by <strong></strong><a href=""/designers/l-designers/little-marc-jacobs.html""><strong>Little Marc Jacobs.</strong></a></p>",PS--4131034-01,646,"2012-02-01 14:54:06","2012-02-01 14:54:06",42.0000,"Paul Smith Girls navy barnia tee with roller skate print"
91714,DIOR4130309-04,"Nutmeg, grey and grenadine cardigan","<p><a href=""/designers/d-designers/baby-dior-kids.html"" target=""_self"">Dior</a> Nutmeg, grey and grenadine cardigan with three button fastenings at the neck. Features a rib knit design at the sleeves and neckline, gathering at the chest and a contrasting knit at the body. Made from 100% Cotton, machine wash at 30 degrees.</p>
<p>This cosy <strong><a href=""/designers/d-designers/baby-dior-kids.html"" target=""_self"">Dior </a></strong>cardigan is the perfect way to keep little shoulders protected from the cold. Demonstrating a classic laid-back glamour this cardigan taps into the current vogue for colour blocking and is sure to keep her wrapped in designer luxury. Team with the<a href=""/designers/d-designers/baby-dior-kids/sewing-kit-tee.html"" target=""_self""><strong> Dior Sewing Kit Tee </strong></a>and the <a href=""/girls/products/trousers-shorts/white-slim-fit-jael-jeans.html"" target=""_self""><strong>Levi's White Slim Fit Jael Jeans</strong></a> for a daytime look.</p>",DIOR4130309-04,876,"2012-02-01 14:54:20","2012-02-03 11:47:57",144.0000,"Dior Girls Nutmeg, grey and grenadine cardigan"
91715,"PS--4131034-01-10 years","Navy Barnia tee with roller skate print-10 years","<p><a href=""designers/p-designers/paul-smith.html"">Paul Smith</a> navy tee with a multi- coloured branded print of a roller skate. Also has short sleeves, branding and a crew neckline. Made from 94% Cotton, 6% Elastane. Machine wash at 30 degrees.</p>
<p>Get yout skates on and treat your little girl to this <a href=""designers/p-designers/paul-smith.html""><strong>Paul Smith</strong></a> tee. The groovy multi- coloured graphic will be admired by all who see it, whilst the lightweight cotton blend ensures she can move with ease and comfort. Complete the look with the <a href=""/new-in/categories/girls/denim-kerri-skirt.html""><strong>denim Kerri skirt</strong></a><strong></strong> and the <strong></strong><a href=""/new-in/categories/girls/blue-cap-with-bow-and-balloon-print.html""><strong>blue cap with balloon and bow print,</strong></a><strong></strong> both by <strong></strong><a href=""/designers/l-designers/little-marc-jacobs.html""><strong>Little Marc Jacobs.</strong></a></p>",PS--4131034-01,646,"2012-02-01 14:54:20","2012-02-01 14:54:20",42.0000,"Paul Smith Girls navy barnia tee with roller skate print"
91716,"PS--4131034-01-12 years","Navy Barnia tee with roller skate print-12 years","<p><a href=""designers/p-designers/paul-smith.html"">Paul Smith</a> navy tee with a multi- coloured branded print of a roller skate. Also has short sleeves, branding and a crew neckline. Made from 94% Cotton, 6% Elastane. Machine wash at 30 degrees.</p>
<p>Get yout skates on and treat your little girl to this <a href=""designers/p-designers/paul-smith.html""><strong>Paul Smith</strong></a> tee. The groovy multi- coloured graphic will be admired by all who see it, whilst the lightweight cotton blend ensures she can move with ease and comfort. Complete the look with the <a href=""/new-in/categories/girls/denim-kerri-skirt.html""><strong>denim Kerri skirt</strong></a><strong></strong> and the <strong></strong><a href=""/new-in/categories/girls/blue-cap-with-bow-and-balloon-print.html""><strong>blue cap with balloon and bow print,</strong></a><strong></strong> both by <strong></strong><a href=""/designers/l-designers/little-marc-jacobs.html""><strong>Little Marc Jacobs.</strong></a></p>",PS--4131034-01,646,"2012-02-01 14:54:30","2012-02-01 14:54:30",42.0000,"Paul Smith Girls navy barnia tee with roller skate print"
91717,DIOR4111142-01,"White Basic Body","<p><a href=""/designers/d-designers/baby-dior-kids.html"">Dior</a> white basic body features a peter pan collar, short sleeves and a small plastic Dior branded broach in the left bottom corner. Additionally this body has popper fastenings at the crotch and at the reverse. Made from 100% cotton. Machine wash at 30 degrees.</p>
<p>This adorable white body from <a href=""/designers/d-designers/baby-dior-kids.html""><strong>Dior</strong></a> will ensure your little girl looks angelic at all times. The white 100% cotton and peter pan collar make for an exceptionally cute design which promises to keep your little bundle as comfortable as she is gorgeous. If you love the look of this then take a look at this <a href=""/babies/products/playsuits-coveralls/white-pique-polo-body-with-nova-detailing.html""><strong>Burberry white pique polo body with nova detailing</strong></a> or this <a href=""/babies/products/playsuits-coveralls/pink-baby-grow-with-rose-print.html""><strong>Dior pink baby-grow with rose print. </strong></a></p>",DIOR4111142-01,876,"2012-02-01 14:55:25","2012-02-03 11:29:15",52.0000,"Dior Baby Girls White Basic Body"
91718,PS--4121034-07,"White Brooks branded tee","<p><a href=""designers/p-designers/paul-smith.html"">Paul Smith Junior</a> white tee features multi- stripe branding at the centre front, a crew neckline, short sleeves and red stitching at the shoulders. Made from 100% cotton, wash at 30 degrees.</p>
<p>Tap into the relaxed meets luxe aesthetic with this tee from <a href=""designers/p-designers/paul-smith.html""><strong>Paul Smith Junior</strong></a>. Simple and understated, the piece is the perfect partner to denims this coming season. With a summery hue and iconic branding, the choice will slot effortlessly into his capsule wardrobe. Complete the look with the <a href=""/new-in/categories/boys/light-denim-shorts.html""><strong>Timberland Kids light denim shorts</strong></a> and the <a href=""/designers/v-designers/vans/classic-blue-lace-up-trainers.html""><strong>Vans classic blue lace- up trainers</strong></a>.</p>",PS--4121034-07,646,"2012-02-01 14:57:56","2012-02-03 12:39:52",38.0000,"Paul Smith Junior Boys White Brooks branded tee"
91719,"MILL4130206-03-2 years","Red and Navy Shift Dress-2 years","<p><a href=""/designers/m-designers/milly-minis.html"">Milly Minis</a> shift dress features a navy trim jewel neckline, no sleeves, three button fastening plaquet. two front pockets, zip fastening at seam and a navy trim hem. Made from 98% cotton ans 2% elastane, hand wash only.</p>
<p>Bring in a splash of sixties style this season and this dress from <a href=""/designers/m-designers/milly-minis.html""><strong>Milly Minis</strong></a> is exactly what your diva will be wearing for those special occasions. The use of block colour is exactly what spring/summer 2012 is about and this dress will translate that perfectly well into your little girl's wardrobe. If you are interested in this dress, you may want to take a look at <a href=""/girls/products/dresses-skirts/rose-dress-with-silver-polka-dots.html""><strong>Stella McCartney Kids Rose Dress with Silver Polkadots</strong></a> and <a href=""/designers/j-designers/junior-gaultier/cream-dress-with-navy-stripes.html""><strong>Junior Gaultier Cream Dress with Navy Stripes</strong></a>.</p>",MILL4130206-03,1752,"2012-02-01 14:57:58","2012-02-03 09:17:46",98.0000,"Milly Minis Girls Red and Navy Shift Dress "
91720,"MILL4130206-03-3 years","Red and Navy Shift Dress-3 years","<p><a href=""/designers/m-designers/milly-minis.html"">Milly Minis</a> shift dress features a navy trim jewel neckline, no sleeves, three button fastening plaquet. two front pockets, zip fastening at seam and a navy trim hem. Made from 98% cotton ans 2% elastane, hand wash only.</p>
<p>Bring in a splash of sixties style this season and this dress from <a href=""/designers/m-designers/milly-minis.html""><strong>Milly Minis</strong></a> is exactly what your diva will be wearing for those special occasions. The use of block colour is exactly what spring/summer 2012 is about and this dress will translate that perfectly well into your little girl's wardrobe. If you are interested in this dress, you may want to take a look at <a href=""/girls/products/dresses-skirts/rose-dress-with-silver-polka-dots.html""><strong>Stella McCartney Kids Rose Dress with Silver Polkadots</strong></a> and <a href=""/designers/j-designers/junior-gaultier/cream-dress-with-navy-stripes.html""><strong>Junior Gaultier Cream Dress with Navy Stripes</strong></a>.</p>",MILL4130206-03,1752,"2012-02-01 14:58:15","2012-02-03 09:18:36",98.0000,"Milly Minis Girls Red and Navy Shift Dress "
91721,"MILL4130206-03-4 years","Red and Navy Shift Dress-4 years","<p><a href=""/designers/m-designers/milly-minis.html"">Milly Minis</a> shift dress features a navy trim jewel neckline, no sleeves, three button fastening plaquet. two front pockets, zip fastening at seam and a navy trim hem. Made from 98% cotton ans 2% elastane, hand wash only.</p>
<p>Bring in a splash of sixties style this season and this dress from <a href=""/designers/m-designers/milly-minis.html""><strong>Milly Minis</strong></a> is exactly what your diva will be wearing for those special occasions. The use of block colour is exactly what spring/summer 2012 is about and this dress will translate that perfectly well into your little girl's wardrobe. If you are interested in this dress, you may want to take a look at <a href=""/girls/products/dresses-skirts/rose-dress-with-silver-polka-dots.html""><strong>Stella McCartney Kids Rose Dress with Silver Polkadots</strong></a> and <a href=""/designers/j-designers/junior-gaultier/cream-dress-with-navy-stripes.html""><strong>Junior Gaultier Cream Dress with Navy Stripes</strong></a>.</p>",MILL4130206-03,1752,"2012-02-01 14:58:27","2012-02-03 09:18:53",98.0000,"Milly Minis Girls Red and Navy Shift Dress "
91722,"MILL4130206-03-5 years","Red and Navy Shift Dress-5 years","<p><a href=""/designers/m-designers/milly-minis.html"">Milly Minis</a> shift dress features a navy trim jewel neckline, no sleeves, three button fastening plaquet. two front pockets, zip fastening at seam and a navy trim hem. Made from 98% cotton ans 2% elastane, hand wash only.</p>
<p>Bring in a splash of sixties style this season and this dress from <a href=""/designers/m-designers/milly-minis.html""><strong>Milly Minis</strong></a> is exactly what your diva will be wearing for those special occasions. The use of block colour is exactly what spring/summer 2012 is about and this dress will translate that perfectly well into your little girl's wardrobe. If you are interested in this dress, you may want to take a look at <a href=""/girls/products/dresses-skirts/rose-dress-with-silver-polka-dots.html""><strong>Stella McCartney Kids Rose Dress with Silver Polkadots</strong></a> and <a href=""/designers/j-designers/junior-gaultier/cream-dress-with-navy-stripes.html""><strong>Junior Gaultier Cream Dress with Navy Stripes</strong></a>.</p>",MILL4130206-03,1752,"2012-02-01 14:58:42","2012-02-03 09:19:08",98.0000,"Milly Minis Girls Red and Navy Shift Dress "
91723,"MILL4130206-03-6  years","Red and Navy Shift Dress-6  years","<p><a href=""/designers/m-designers/milly-minis.html"">Milly Minis</a> shift dress features a navy trim jewel neckline, no sleeves, three button fastening plaquet. two front pockets, zip fastening at seam and a navy trim hem. Made from 98% cotton ans 2% elastane, hand wash only.</p>
<p>Bring in a splash of sixties style this season and this dress from <a href=""/designers/m-designers/milly-minis.html""><strong>Milly Minis</strong></a> is exactly what your diva will be wearing for those special occasions. The use of block colour is exactly what spring/summer 2012 is about and this dress will translate that perfectly well into your little girl's wardrobe. If you are interested in this dress, you may want to take a look at <a href=""/girls/products/dresses-skirts/rose-dress-with-silver-polka-dots.html""><strong>Stella McCartney Kids Rose Dress with Silver Polkadots</strong></a> and <a href=""/designers/j-designers/junior-gaultier/cream-dress-with-navy-stripes.html""><strong>Junior Gaultier Cream Dress with Navy Stripes</strong></a>.</p>",MILL4130206-03,1752,"2012-02-01 14:58:51","2012-02-03 09:19:28",98.0000,"Milly Minis Girls Red and Navy Shift Dress "
91724,"MILL4130206-03-7 years","Red and Navy Shift Dress-7 years","<p><a href=""/designers/m-designers/milly-minis.html"">Milly Minis</a> shift dress features a navy trim jewel neckline, no sleeves, three button fastening plaquet. two front pockets, zip fastening at seam and a navy trim hem. Made from 98% cotton ans 2% elastane, hand wash only.</p>
<p>Bring in a splash of sixties style this season and this dress from <a href=""/designers/m-designers/milly-minis.html""><strong>Milly Minis</strong></a> is exactly what your diva will be wearing for those special occasions. The use of block colour is exactly what spring/summer 2012 is about and this dress will translate that perfectly well into your little girl's wardrobe. If you are interested in this dress, you may want to take a look at <a href=""/girls/products/dresses-skirts/rose-dress-with-silver-polka-dots.html""><strong>Stella McCartney Kids Rose Dress with Silver Polkadots</strong></a> and <a href=""/designers/j-designers/junior-gaultier/cream-dress-with-navy-stripes.html""><strong>Junior Gaultier Cream Dress with Navy Stripes</strong></a>.</p>",MILL4130206-03,1752,"2012-02-01 14:59:00","2012-02-03 09:19:43",98.0000,"Milly Minis Girls Red and Navy Shift Dress "
91725,PS--4121034-10,"Purple AV man tee","<p><a href=""/designers/p-designers/paul-smith.html"">Paul Smith Junior</a> purple short sleeve t-shirt with AV man print. Features a crew neckline, contrasting blue stitching on the shoulders and a rainbow tag in the seam. Made from 100% cotton. Machine wash at 30 degrees.</p>
<p>Your little one will adore this <strong><a href=""/designers/p-designers/paul-smith.html"">Paul Smith Junior</a></strong> tee with its charming face with cd eyes and cable bow tie. Combines the sophistication of the main adult brand with a playfulness that is just for kids. Complete the look with <a href=""/boys/products/new/mid-wash-straight-leg-denim-jeans.html""><strong>Burberry mid-wash straight leg denim jeans</strong></a> and <a href=""/boys/products/t-shirts-tops/black-tee-with-prorsum-logo.html""><strong>D&amp;G Junior white paint print high tops</strong></a>.</p>",PS--4121034-10,646,"2012-02-01 15:01:54","2012-02-03 14:18:10",42.0000,"Paul Smith Junior boys Purple AV man tee"
91726,"DIOR4111142-01-1 month","White Basic Body-1 month","<p><a href=""/designers/d-designers/baby-dior-kids.html"">Dior</a> white basic body features a peter pan collar, short sleeves and a small plastic Dior branded broach in the left bottom corner. Additionally this body has popper fastenings at the crotch and at the reverse. Made from 100% cotton. Machine wash at 30 degrees.</p>
<p>This adorable basic white body from <a href=""/designers/d-designers/baby-dior-kids.html""><strong>Dior</strong></a> will ensure your little girl looks angelic at all times. The clean white 100% cotton and peter pan collar make for an exceptionally cute design which promises to keep your little bundle as comfortable as she is gorgeous. If you love the look of this then take a look at this <a href=""/babies/products/playsuits-coveralls/white-pique-polo-body-with-nova-detailing.html""><strong>Burberry white pique polo body with nova detailing</strong></a> or this <a href=""/babies/products/playsuits-coveralls/pink-baby-grow-with-rose-print.html""><strong>Dior pink baby-grow with rose print. </strong></a></p>",DIOR4111142-01,876,"2012-02-01 15:03:45","2012-02-01 15:03:45",52.0000,"Dior Baby Girls White Basic Body"
91727,"DIOR4111142-01-3 months","White Basic Body-3 months","<p><a href=""/designers/d-designers/baby-dior-kids.html"">Dior</a> white basic body features a peter pan collar, short sleeves and a small plastic Dior branded broach in the left bottom corner. Additionally this body has popper fastenings at the crotch and at the reverse. Made from 100% cotton. Machine wash at 30 degrees.</p>
<p>This adorable basic white body from <a href=""/designers/d-designers/baby-dior-kids.html""><strong>Dior</strong></a> will ensure your little girl looks angelic at all times. The clean white 100% cotton and peter pan collar make for an exceptionally cute design which promises to keep your little bundle as comfortable as she is gorgeous. If you love the look of this then take a look at this <a href=""/babies/products/playsuits-coveralls/white-pique-polo-body-with-nova-detailing.html""><strong>Burberry white pique polo body with nova detailing</strong></a> or this <a href=""/babies/products/playsuits-coveralls/pink-baby-grow-with-rose-print.html""><strong>Dior pink baby-grow with rose print. </strong></a></p>",DIOR4111142-01,876,"2012-02-01 15:04:08","2012-02-01 15:04:08",52.0000,"Dior Baby Girls White Basic Body"
91728,"DIOR4111142-01-6 months","White Basic Body-6 months","<p><a href=""/designers/d-designers/baby-dior-kids.html"">Dior</a> white basic body features a peter pan collar, short sleeves and a small plastic Dior branded broach in the left bottom corner. Additionally this body has popper fastenings at the crotch and at the reverse. Made from 100% cotton. Machine wash at 30 degrees.</p>
<p>This adorable basic white body from <a href=""/designers/d-designers/baby-dior-kids.html""><strong>Dior</strong></a> will ensure your little girl looks angelic at all times. The clean white 100% cotton and peter pan collar make for an exceptionally cute design which promises to keep your little bundle as comfortable as she is gorgeous. If you love the look of this then take a look at this <a href=""/babies/products/playsuits-coveralls/white-pique-polo-body-with-nova-detailing.html""><strong>Burberry white pique polo body with nova detailing</strong></a> or this <a href=""/babies/products/playsuits-coveralls/pink-baby-grow-with-rose-print.html""><strong>Dior pink baby-grow with rose print. </strong></a></p>",DIOR4111142-01,876,"2012-02-01 15:04:24","2012-02-01 15:04:24",52.0000,"Dior Baby Girls White Basic Body"
91729,"DIOR4111142-01-9 months","White Basic Body-9 months","<p><a href=""/designers/d-designers/baby-dior-kids.html"">Dior</a> white basic body features a peter pan collar, short sleeves and a small plastic Dior branded broach in the left bottom corner. Additionally this body has popper fastenings at the crotch and at the reverse. Made from 100% cotton. Machine wash at 30 degrees.</p>
<p>This adorable basic white body from <a href=""/designers/d-designers/baby-dior-kids.html""><strong>Dior</strong></a> will ensure your little girl looks angelic at all times. The clean white 100% cotton and peter pan collar make for an exceptionally cute design which promises to keep your little bundle as comfortable as she is gorgeous. If you love the look of this then take a look at this <a href=""/babies/products/playsuits-coveralls/white-pique-polo-body-with-nova-detailing.html""><strong>Burberry white pique polo body with nova detailing</strong></a> or this <a href=""/babies/products/playsuits-coveralls/pink-baby-grow-with-rose-print.html""><strong>Dior pink baby-grow with rose print. </strong></a></p>",DIOR4111142-01,876,"2012-02-01 15:04:33","2012-02-01 15:04:33",52.0000,"Dior Baby Girls White Basic Body"
91730,"PS--4121034-07-2 years","White Brooks branded tee-2 years","<p><a href=""designers/p-designers/paul-smith.html"">Paul Smith Junior</a> white tee features a multi- stripe branding at the centre front, a crew neckline, short sleeves and red stitching at the shoulders. Made from 100% cotton, wash at 30 degrees.</p>
<p>Tap into the relaxed meets luxe aesthetic with this tee from <a href=""designers/p-designers/paul-smith.html""><strong>Paul Smith Junior</strong></a>. Simple and understated, the piece is the perfect partner to denims this coming season. With a summery hue and iconic branding, the choice will slot effortlessly into his capsule wardrobe. Complete the look with the <a href=""/new-in/categories/boys/light-denim-shorts.html""><strong>Timberland Kids light denim shorts</strong></a> and the <a href=""/designers/v-designers/vans/classic-blue-lace-up-trainers.html""><strong>Vans classic blue lace- up trainers</strong></a>.</p>",PS--4121034-07,646,"2012-02-01 15:07:09","2012-02-01 15:07:09",38.0000,"Paul Smith Junior Boys White Brooks branded tee"
91731,"PS--4121034-07-3 years","White Brooks branded tee-3 years","<p><a href=""designers/p-designers/paul-smith.html"">Paul Smith Junior</a> white tee features a multi- stripe branding at the centre front, a crew neckline, short sleeves and red stitching at the shoulders. Made from 100% cotton, wash at 30 degrees.</p>
<p>Tap into the relaxed meets luxe aesthetic with this tee from <a href=""designers/p-designers/paul-smith.html""><strong>Paul Smith Junior</strong></a>. Simple and understated, the piece is the perfect partner to denims this coming season. With a summery hue and iconic branding, the choice will slot effortlessly into his capsule wardrobe. Complete the look with the <a href=""/new-in/categories/boys/light-denim-shorts.html""><strong>Timberland Kids light denim shorts</strong></a> and the <a href=""/designers/v-designers/vans/classic-blue-lace-up-trainers.html""><strong>Vans classic blue lace- up trainers</strong></a>.</p>",PS--4121034-07,646,"2012-02-01 15:07:20","2012-02-01 15:07:20",38.0000,"Paul Smith Junior Boys White Brooks branded tee"
91732,"PS--4121034-07-4 years","White Brooks branded tee-4 years","<p><a href=""designers/p-designers/paul-smith.html"">Paul Smith Junior</a> white tee features a multi- stripe branding at the centre front, a crew neckline, short sleeves and red stitching at the shoulders. Made from 100% cotton, wash at 30 degrees.</p>
<p>Tap into the relaxed meets luxe aesthetic with this tee from <a href=""designers/p-designers/paul-smith.html""><strong>Paul Smith Junior</strong></a>. Simple and understated, the piece is the perfect partner to denims this coming season. With a summery hue and iconic branding, the choice will slot effortlessly into his capsule wardrobe. Complete the look with the <a href=""/new-in/categories/boys/light-denim-shorts.html""><strong>Timberland Kids light denim shorts</strong></a> and the <a href=""/designers/v-designers/vans/classic-blue-lace-up-trainers.html""><strong>Vans classic blue lace- up trainers</strong></a>.</p>",PS--4121034-07,646,"2012-02-01 15:07:32","2012-02-01 15:07:32",38.0000,"Paul Smith Junior Boys White Brooks branded tee"
91733,"PS--4121034-07-5 years","White Brooks branded tee-5 years","<p><a href=""designers/p-designers/paul-smith.html"">Paul Smith Junior</a> white tee features a multi- stripe branding at the centre front, a crew neckline, short sleeves and red stitching at the shoulders. Made from 100% cotton, wash at 30 degrees.</p>
<p>Tap into the relaxed meets luxe aesthetic with this tee from <a href=""designers/p-designers/paul-smith.html""><strong>Paul Smith Junior</strong></a>. Simple and understated, the piece is the perfect partner to denims this coming season. With a summery hue and iconic branding, the choice will slot effortlessly into his capsule wardrobe. Complete the look with the <a href=""/new-in/categories/boys/light-denim-shorts.html""><strong>Timberland Kids light denim shorts</strong></a> and the <a href=""/designers/v-designers/vans/classic-blue-lace-up-trainers.html""><strong>Vans classic blue lace- up trainers</strong></a>.</p>",PS--4121034-07,646,"2012-02-01 15:07:40","2012-02-01 15:07:40",38.0000,"Paul Smith Junior Boys White Brooks branded tee"
91734,"PS--4121034-07-6  years","White Brooks branded tee-6  years","<p><a href=""designers/p-designers/paul-smith.html"">Paul Smith Junior</a> white tee features a multi- stripe branding at the centre front, a crew neckline, short sleeves and red stitching at the shoulders. Made from 100% cotton, wash at 30 degrees.</p>
<p>Tap into the relaxed meets luxe aesthetic with this tee from <a href=""designers/p-designers/paul-smith.html""><strong>Paul Smith Junior</strong></a>. Simple and understated, the piece is the perfect partner to denims this coming season. With a summery hue and iconic branding, the choice will slot effortlessly into his capsule wardrobe. Complete the look with the <a href=""/new-in/categories/boys/light-denim-shorts.html""><strong>Timberland Kids light denim shorts</strong></a> and the <a href=""/designers/v-designers/vans/classic-blue-lace-up-trainers.html""><strong>Vans classic blue lace- up trainers</strong></a>.</p>",PS--4121034-07,646,"2012-02-01 15:07:48","2012-02-01 15:07:48",38.0000,"Paul Smith Junior Boys White Brooks branded tee"
