Product Id, Sku, Name, Description, Short Description, Manufacturer, Create At, Updated At, Price, Meta Title
91448,"TAR-4111246-02-6 months","Beige Stripe Trousers -6 months","<p><a href=""/designers/t-designers/tartine-et-chocolat.html"">Tartine et Chocolate</a> stripe trousers feature an elasticated waistband, patch pockets with branded buttons, and black trim detailing. Made from 51% cotton and 49% linen. Machine wash at 30 degrees.</p>
<p>Add a unique item to your little boy's wardrobe this season with these fabulous stripe trousers from <a href=""/designers/t-designers/tartine-et-chocolat.html""><strong>Tartine et Chocolate</strong></a>. The individual styling of these trousers will add an alternative style to your little one's outfit, but won't compromise on looking trendy. Simply a must-have! For a great combination, team together with <a href=""/babies/products/cardigans-sweaters/babies-grey-monster-jumper-with-mismatched-sleeves.html""><strong>Stella McCartney Kids Babies Grey Monster Jumper with Mismatched Sleeves</strong></a> and <a href=""/shoes/products/babies/pewter-authentic-classic-lace-ups.html""><strong>Vans Pewter Authentic Classic Lace-Ups</strong></a>.</p>",TAR-4111246-02,31,"2012-02-01 10:06:36","2012-02-01 10:06:36",58.0000,"Tartine et Chocolate Beige Stripe Trousers"
91450,"TAR-4111246-02-12 months","Beige Stripe Trousers -12 months","<p><a href=""/designers/t-designers/tartine-et-chocolat.html"">Tartine et Chocolate</a> stripe trousers feature an elasticated waistband, patch pockets with branded buttons, and black trim detailing. Made from 51% cotton and 49% linen. Machine wash at 30 degrees.</p>
<p>Add a unique item to your little boy's wardrobe this season with these fabulous stripe trousers from <a href=""/designers/t-designers/tartine-et-chocolat.html""><strong>Tartine et Chocolate</strong></a>. The individual styling of these trousers will add an alternative style to your little one's outfit, but won't compromise on looking trendy. Simply a must-have! For a great combination, team together with <a href=""/babies/products/cardigans-sweaters/babies-grey-monster-jumper-with-mismatched-sleeves.html""><strong>Stella McCartney Kids Babies Grey Monster Jumper with Mismatched Sleeves</strong></a> and <a href=""/shoes/products/babies/pewter-authentic-classic-lace-ups.html""><strong>Vans Pewter Authentic Classic Lace-Ups</strong></a>.</p>",TAR-4111246-02,31,"2012-02-01 10:10:13","2012-02-01 10:10:13",58.0000,"Tartine et Chocolate Beige Stripe Trousers"
91451,"TAR-4110413-01-3 months","Pink Jacket with Bow Detail-3 months","<p><a href=""/designers/t-designers/tartine-et-chocolat.html"">Tartine et Chocolat</a> pink jacket features bow details, a hood and two pockets. Additionally this jacket has a central zip fastening with one button fastening at the neckline, long sleeves and a pink and blue polka dot lining. Made from 60% cotton, 40% polyamide. Machine wash at 30 degrees.</p>
<p>This gorgeous pink jacket from <a href=""/designers/t-designers/tartine-et-chocolat.html""><strong>Tartine et Chocolat</strong></a> is the perfect solution to the dilemma of finding pretty but practical outerwear for your little one. The soft baby pink colour and bow details found on this beautiful design will ensure your little lady looks every inch the princess even when covered up in the cold. To complete the look team with these <a href=""/babies/products/bottoms-1/eden-denim-jeans-with-pink-stitching.html""><strong>Levi's Eden jeans with pink stitching</strong></a> and these <a href=""/babies/products/shoes-1/patent-white-mary-janes-with-corsage-85017.html""><strong>Naturino patent pink Mary-Janes with corsage</strong>.</a></p>",TAR-4110413-01,31,"2012-02-01 10:10:35","2012-02-01 10:10:35",104.0000,"Tartine et Chocolat Baby Girls Pink Jacket with Bow Detail"
91452,"TAR-4110413-01-6 months","Pink Jacket with Bow Detail-6 months","<p><a href=""/designers/t-designers/tartine-et-chocolat.html"">Tartine et Chocolat</a> pink jacket features bow details, a hood and two pockets. Additionally this jacket has a central zip fastening with one button fastening at the neckline, long sleeves and a pink and blue polka dot lining. Made from 60% cotton, 40% polyamide. Machine wash at 30 degrees.</p>
<p>This gorgeous pink jacket from <a href=""/designers/t-designers/tartine-et-chocolat.html""><strong>Tartine et Chocolat</strong></a> is the perfect solution to the dilemma of finding pretty but practical outerwear for your little one. The soft baby pink colour and bow details found on this beautiful design will ensure your little lady looks every inch the princess even when covered up in the cold. To complete the look team with these <a href=""/babies/products/bottoms-1/eden-denim-jeans-with-pink-stitching.html""><strong>Levi's Eden jeans with pink stitching</strong></a> and these <a href=""/babies/products/shoes-1/patent-white-mary-janes-with-corsage-85017.html""><strong>Naturino patent pink Mary-Janes with corsage</strong>.</a></p>",TAR-4110413-01,31,"2012-02-01 10:10:59","2012-02-01 10:10:59",104.0000,"Tartine et Chocolat Baby Girls Pink Jacket with Bow Detail"
91453,"TAR-4111246-02-18 months","Beige Stripe Trousers -18 months","<p><a href=""/designers/t-designers/tartine-et-chocolat.html"">Tartine et Chocolate</a> stripe trousers feature an elasticated waistband, patch pockets with branded buttons, and black trim detailing. Made from 51% cotton and 49% linen. Machine wash at 30 degrees.</p>
<p>Add a unique item to your little boy's wardrobe this season with these fabulous stripe trousers from <a href=""/designers/t-designers/tartine-et-chocolat.html""><strong>Tartine et Chocolate</strong></a>. The individual styling of these trousers will add an alternative style to your little one's outfit, but won't compromise on looking trendy. Simply a must-have! For a great combination, team together with <a href=""/babies/products/cardigans-sweaters/babies-grey-monster-jumper-with-mismatched-sleeves.html""><strong>Stella McCartney Kids Babies Grey Monster Jumper with Mismatched Sleeves</strong></a> and <a href=""/shoes/products/babies/pewter-authentic-classic-lace-ups.html""><strong>Vans Pewter Authentic Classic Lace-Ups</strong></a>.</p>",TAR-4111246-02,31,"2012-02-01 10:11:04","2012-02-01 10:11:04",58.0000,"Tartine et Chocolate Beige Stripe Trousers"
91454,"TAR-4111246-02-2 years","Beige Stripe Trousers -2 years","<p><a href=""/designers/t-designers/tartine-et-chocolat.html"">Tartine et Chocolate</a> stripe trousers feature an elasticated waistband, patch pockets with branded buttons, and black trim detailing. Made from 51% cotton and 49% linen. Machine wash at 30 degrees.</p>
<p>Add a unique item to your little boy's wardrobe this season with these fabulous stripe trousers from <a href=""/designers/t-designers/tartine-et-chocolat.html""><strong>Tartine et Chocolate</strong></a>. The individual styling of these trousers will add an alternative style to your little one's outfit, but won't compromise on looking trendy. Simply a must-have! For a great combination, team together with <a href=""/babies/products/cardigans-sweaters/babies-grey-monster-jumper-with-mismatched-sleeves.html""><strong>Stella McCartney Kids Babies Grey Monster Jumper with Mismatched Sleeves</strong></a> and <a href=""/shoes/products/babies/pewter-authentic-classic-lace-ups.html""><strong>Vans Pewter Authentic Classic Lace-Ups</strong></a>.</p>",TAR-4111246-02,31,"2012-02-01 10:11:31","2012-02-01 10:11:31",58.0000,"Tartine et Chocolate Beige Stripe Trousers"
91455,"TAR-4110413-01-1 year","Pink Jacket with Bow Detail-1 year","<p><a href=""/designers/t-designers/tartine-et-chocolat.html"">Tartine et Chocolat</a> pink jacket features bow details, a hood and two pockets. Additionally this jacket has a central zip fastening with one button fastening at the neckline, long sleeves and a pink and blue polka dot lining. Made from 60% cotton, 40% polyamide. Machine wash at 30 degrees.</p>
<p>This gorgeous pink jacket from <a href=""/designers/t-designers/tartine-et-chocolat.html""><strong>Tartine et Chocolat</strong></a> is the perfect solution to the dilemma of finding pretty but practical outerwear for your little one. The soft baby pink colour and bow details found on this beautiful design will ensure your little lady looks every inch the princess even when covered up in the cold. To complete the look team with these <a href=""/babies/products/bottoms-1/eden-denim-jeans-with-pink-stitching.html""><strong>Levi's Eden jeans with pink stitching</strong></a> and these <a href=""/babies/products/shoes-1/patent-white-mary-janes-with-corsage-85017.html""><strong>Naturino patent pink Mary-Janes with corsage</strong>.</a></p>",TAR-4110413-01,31,"2012-02-01 10:11:48","2012-02-01 10:11:48",104.0000,"Tartine et Chocolat Baby Girls Pink Jacket with Bow Detail"
91456,"TAR-4111246-02-3 years","Beige Stripe Trousers -3 years","<p><a href=""/designers/t-designers/tartine-et-chocolat.html"">Tartine et Chocolate</a> stripe trousers feature an elasticated waistband, patch pockets with branded buttons, and black trim detailing. Made from 51% cotton and 49% linen. Machine wash at 30 degrees.</p>
<p>Add a unique item to your little boy's wardrobe this season with these fabulous stripe trousers from <a href=""/designers/t-designers/tartine-et-chocolat.html""><strong>Tartine et Chocolate</strong></a>. The individual styling of these trousers will add an alternative style to your little one's outfit, but won't compromise on looking trendy. Simply a must-have! For a great combination, team together with <a href=""/babies/products/cardigans-sweaters/babies-grey-monster-jumper-with-mismatched-sleeves.html""><strong>Stella McCartney Kids Babies Grey Monster Jumper with Mismatched Sleeves</strong></a> and <a href=""/shoes/products/babies/pewter-authentic-classic-lace-ups.html""><strong>Vans Pewter Authentic Classic Lace-Ups</strong></a>.</p>",TAR-4111246-02,31,"2012-02-01 10:12:02","2012-02-01 10:12:02",58.0000,"Tartine et Chocolate Beige Stripe Trousers"
91457,"TAR-4110413-01-18 months","Pink Jacket with Bow Detail-18 months","<p><a href=""/designers/t-designers/tartine-et-chocolat.html"">Tartine et Chocolat</a> pink jacket features bow details, a hood and two pockets. Additionally this jacket has a central zip fastening with one button fastening at the neckline, long sleeves and a pink and blue polka dot lining. Made from 60% cotton, 40% polyamide. Machine wash at 30 degrees.</p>
<p>This gorgeous pink jacket from <a href=""/designers/t-designers/tartine-et-chocolat.html""><strong>Tartine et Chocolat</strong></a> is the perfect solution to the dilemma of finding pretty but practical outerwear for your little one. The soft baby pink colour and bow details found on this beautiful design will ensure your little lady looks every inch the princess even when covered up in the cold. To complete the look team with these <a href=""/babies/products/bottoms-1/eden-denim-jeans-with-pink-stitching.html""><strong>Levi's Eden jeans with pink stitching</strong></a> and these <a href=""/babies/products/shoes-1/patent-white-mary-janes-with-corsage-85017.html""><strong>Naturino patent pink Mary-Janes with corsage</strong>.</a></p>",TAR-4110413-01,31,"2012-02-01 10:12:04","2012-02-01 10:12:04",104.0000,"Tartine et Chocolat Baby Girls Pink Jacket with Bow Detail"
91458,"TAR-4110413-01-2 years","Pink Jacket with Bow Detail-2 years","<p><a href=""/designers/t-designers/tartine-et-chocolat.html"">Tartine et Chocolat</a> pink jacket features bow details, a hood and two pockets. Additionally this jacket has a central zip fastening with one button fastening at the neckline, long sleeves and a pink and blue polka dot lining. Made from 60% cotton, 40% polyamide. Machine wash at 30 degrees.</p>
<p>This gorgeous pink jacket from <a href=""/designers/t-designers/tartine-et-chocolat.html""><strong>Tartine et Chocolat</strong></a> is the perfect solution to the dilemma of finding pretty but practical outerwear for your little one. The soft baby pink colour and bow details found on this beautiful design will ensure your little lady looks every inch the princess even when covered up in the cold. To complete the look team with these <a href=""/babies/products/bottoms-1/eden-denim-jeans-with-pink-stitching.html""><strong>Levi's Eden jeans with pink stitching</strong></a> and these <a href=""/babies/products/shoes-1/patent-white-mary-janes-with-corsage-85017.html""><strong>Naturino patent pink Mary-Janes with corsage</strong>.</a></p>",TAR-4110413-01,31,"2012-02-01 10:12:33","2012-02-01 10:12:33",104.0000,"Tartine et Chocolat Baby Girls Pink Jacket with Bow Detail"
91459,"TAR-4110413-01-3 years","Pink Jacket with Bow Detail-3 years","<p><a href=""/designers/t-designers/tartine-et-chocolat.html"">Tartine et Chocolat</a> pink jacket features bow details, a hood and two pockets. Additionally this jacket has a central zip fastening with one button fastening at the neckline, long sleeves and a pink and blue polka dot lining. Made from 60% cotton, 40% polyamide. Machine wash at 30 degrees.</p>
<p>This gorgeous pink jacket from <a href=""/designers/t-designers/tartine-et-chocolat.html""><strong>Tartine et Chocolat</strong></a> is the perfect solution to the dilemma of finding pretty but practical outerwear for your little one. The soft baby pink colour and bow details found on this beautiful design will ensure your little lady looks every inch the princess even when covered up in the cold. To complete the look team with these <a href=""/babies/products/bottoms-1/eden-denim-jeans-with-pink-stitching.html""><strong>Levi's Eden jeans with pink stitching</strong></a> and these <a href=""/babies/products/shoes-1/patent-white-mary-janes-with-corsage-85017.html""><strong>Naturino patent pink Mary-Janes with corsage</strong>.</a></p>",TAR-4110413-01,31,"2012-02-01 10:12:47","2012-02-01 10:12:47",104.0000,"Tartine et Chocolat Baby Girls Pink Jacket with Bow Detail"
91460,GALL4121034-11,"Black tee with Gazette Print sleeves","<p><a href=""/designers/j-designers/john-galliano.html"">John Galliano</a> black long sleeve t-shirt with Gazette print. Features a crew neckline, a double hemline, a pocket on the left chestplate and branding at the reverse hem. Made from 100% cotton. Machine wash at 30 degrees.</p>
<p>This <strong><a href=""/designers/j-designers/john-galliano.html"">John Galliano</a></strong> black tee brings a new lease of life to the simple casual staple with its contrasting Gazette print. Your little boy is sure to be the centre of attention with this charming and distinctive garment. Complete the look with <a href=""/boys/products/trousers-shorts/boys-denim-marble-effect-jeans.html""><strong>Roberto Cavalli boys denim marble effect shorts</strong></a> and <a href=""/boys/products/new/white-paint-print-high-tops.html""><strong>D&amp;G Junior white paint print high tops</strong></a>.</p>",GALL4121034-11,61,"2012-02-01 10:16:21","2012-02-02 13:20:35",54.0000,"John Galliano boys Black tee with Gazette sleeves"
91461,"GALL4121034-11-4 years","Black tee with newspaper sleeves-4 years","<p><a href=""/designers/j-designers/john-galliano.html"">John Galliano</a> black long sleeve t-shirt with newspaper print. Features a crew neckline, a double hemline, a pocket on the left chestplate and branding at the reverse hem. Made from 100% cotton. Machine wash at 30 degrees.</p>
<p>This <strong><a href=""/designers/j-designers/john-galliano.html"">John Galliano</a></strong> black tee brings a new lease of life to the simple casual staple with its contrasting newspaper print. Your little boy is sure to be the centre of attention with this charming and distinctive garment. Complete the look with <a href=""/boys/products/trousers-shorts/boys-denim-marble-effect-jeans.html""><strong>Roberto Cavalli boys denim marble effect shorts</strong></a> and <a href=""/boys/products/new/white-paint-print-high-tops.html""><strong>D&amp;G Junior white paint print high tops</strong></a>.</p>",GALL4121034-11,61,"2012-02-01 10:18:55","2012-02-01 10:18:55",54.0000,"John Galliano boys Black tee with newspaper sleeves"
91462,"GALL4121034-11-6  years","Black tee with newspaper sleeves-6  years","<p><a href=""/designers/j-designers/john-galliano.html"">John Galliano</a> black long sleeve t-shirt with newspaper print. Features a crew neckline, a double hemline, a pocket on the left chestplate and branding at the reverse hem. Made from 100% cotton. Machine wash at 30 degrees.</p>
<p>This <strong><a href=""/designers/j-designers/john-galliano.html"">John Galliano</a></strong> black tee brings a new lease of life to the simple casual staple with its contrasting newspaper print. Your little boy is sure to be the centre of attention with this charming and distinctive garment. Complete the look with <a href=""/boys/products/trousers-shorts/boys-denim-marble-effect-jeans.html""><strong>Roberto Cavalli boys denim marble effect shorts</strong></a> and <a href=""/boys/products/new/white-paint-print-high-tops.html""><strong>D&amp;G Junior white paint print high tops</strong></a>.</p>",GALL4121034-11,61,"2012-02-01 10:19:10","2012-02-01 10:19:10",54.0000,"John Galliano boys Black tee with newspaper sleeves"
91463,"GALL4121034-11-8 years","Black tee with newspaper sleeves-8 years","<p><a href=""/designers/j-designers/john-galliano.html"">John Galliano</a> black long sleeve t-shirt with newspaper print. Features a crew neckline, a double hemline, a pocket on the left chestplate and branding at the reverse hem. Made from 100% cotton. Machine wash at 30 degrees.</p>
<p>This <strong><a href=""/designers/j-designers/john-galliano.html"">John Galliano</a></strong> black tee brings a new lease of life to the simple casual staple with its contrasting newspaper print. Your little boy is sure to be the centre of attention with this charming and distinctive garment. Complete the look with <a href=""/boys/products/trousers-shorts/boys-denim-marble-effect-jeans.html""><strong>Roberto Cavalli boys denim marble effect shorts</strong></a> and <a href=""/boys/products/new/white-paint-print-high-tops.html""><strong>D&amp;G Junior white paint print high tops</strong></a>.</p>",GALL4121034-11,61,"2012-02-01 10:19:25","2012-02-01 10:19:25",54.0000,"John Galliano boys Black tee with newspaper sleeves"
91464,"GALL4121034-11-10 years","Black tee with newspaper sleeves-10 years","<p><a href=""/designers/j-designers/john-galliano.html"">John Galliano</a> black long sleeve t-shirt with newspaper print. Features a crew neckline, a double hemline, a pocket on the left chestplate and branding at the reverse hem. Made from 100% cotton. Machine wash at 30 degrees.</p>
<p>This <strong><a href=""/designers/j-designers/john-galliano.html"">John Galliano</a></strong> black tee brings a new lease of life to the simple casual staple with its contrasting newspaper print. Your little boy is sure to be the centre of attention with this charming and distinctive garment. Complete the look with <a href=""/boys/products/trousers-shorts/boys-denim-marble-effect-jeans.html""><strong>Roberto Cavalli boys denim marble effect shorts</strong></a> and <a href=""/boys/products/new/white-paint-print-high-tops.html""><strong>D&amp;G Junior white paint print high tops</strong></a>.</p>",GALL4121034-11,61,"2012-02-01 10:19:38","2012-02-01 10:19:38",54.0000,"John Galliano boys Black tee with newspaper sleeves"
91465,"GALL4121034-11-12 years","Black tee with newspaper sleeves-12 years","<p><a href=""/designers/j-designers/john-galliano.html"">John Galliano</a> black long sleeve t-shirt with newspaper print. Features a crew neckline, a double hemline, a pocket on the left chestplate and branding at the reverse hem. Made from 100% cotton. Machine wash at 30 degrees.</p>
<p>This <strong><a href=""/designers/j-designers/john-galliano.html"">John Galliano</a></strong> black tee brings a new lease of life to the simple casual staple with its contrasting newspaper print. Your little boy is sure to be the centre of attention with this charming and distinctive garment. Complete the look with <a href=""/boys/products/trousers-shorts/boys-denim-marble-effect-jeans.html""><strong>Roberto Cavalli boys denim marble effect shorts</strong></a> and <a href=""/boys/products/new/white-paint-print-high-tops.html""><strong>D&amp;G Junior white paint print high tops</strong></a>.</p>",GALL4121034-11,61,"2012-02-01 10:19:49","2012-02-01 10:19:49",54.0000,"John Galliano boys Black tee with newspaper sleeves"
91466,"GALL4130206-03-4 years","Gazette Print Summer Dress-4 years","<p><a href=""/designers/j-designers/john-galliano.html"" target=""_self"">John Galliano</a> gazette print summer dress with adjustable spaghetti straps. Also features  an elasticated waistband a frill trim at the hem and the brand's signature print all over. Made from 95% cotton and 5% Elastane, machine  wash at 30 degrees.</p>
<p><strong><a href=""/designers/j-designers/john-galliano.html"" target=""_self""></a></strong></p>
<p>This fabulously feminine dress from <strong><a href=""../designers/j-designers/john-galliano.html"" target=""_self"">John Galliano</a> </strong>is perfect for balmy summer days spent down at the beach. Throw on over a stylish bikini or team with pretty sandals and a straw hat for a casual look. We love this worn with the<a href=""/shoes/products/girls/white-and-blue-thin-strap-sandals.html"" target=""_self""><strong> D&amp;G Junior White And Blue Thin Strap Sandals </strong></a>and the <strong>Junior Gaultier Pink And White Striped Heart Bag</strong></p>
<p>/girls/products/accessories/pink-and-white-striped-heart-bag.html</p>",GALL4130206-03,61,"2012-02-01 10:22:07","2012-02-01 10:22:07",62.0000,"John Galliano Girls Gazette Print Summer Dress"
91467,"GALL4130206-03-6  years","Gazette Print Summer Dress-6  years","<p><a href=""/designers/j-designers/john-galliano.html"" target=""_self"">John Galliano</a> gazette print summer dress with adjustable spaghetti straps. Also features  an elasticated waistband a frill trim at the hem and the brand's signature print all over. Made from 95% cotton and 5% Elastane, machine  wash at 30 degrees.</p>
<p><strong><a href=""/designers/j-designers/john-galliano.html"" target=""_self""></a></strong></p>
<p>This fabulously feminine dress from <strong><a href=""../designers/j-designers/john-galliano.html"" target=""_self"">John Galliano</a> </strong>is perfect for balmy summer days spent down at the beach. Throw on over a stylish bikini or team with pretty sandals and a straw hat for a casual look. We love this worn with the<a href=""/shoes/products/girls/white-and-blue-thin-strap-sandals.html"" target=""_self""><strong> D&amp;G Junior White And Blue Thin Strap Sandals </strong></a>and the <strong>Junior Gaultier Pink And White Striped Heart Bag</strong></p>
<p>/girls/products/accessories/pink-and-white-striped-heart-bag.html</p>",GALL4130206-03,61,"2012-02-01 10:22:22","2012-02-01 10:22:22",62.0000,"John Galliano Girls Gazette Print Summer Dress"
91468,"GALL4130206-03-8 years","Gazette Print Summer Dress-8 years","<p><a href=""/designers/j-designers/john-galliano.html"" target=""_self"">John Galliano</a> gazette print summer dress with adjustable spaghetti straps. Also features  an elasticated waistband a frill trim at the hem and the brand's signature print all over. Made from 95% cotton and 5% Elastane, machine  wash at 30 degrees.</p>
<p><strong><a href=""/designers/j-designers/john-galliano.html"" target=""_self""></a></strong></p>
<p>This fabulously feminine dress from <strong><a href=""../designers/j-designers/john-galliano.html"" target=""_self"">John Galliano</a> </strong>is perfect for balmy summer days spent down at the beach. Throw on over a stylish bikini or team with pretty sandals and a straw hat for a casual look. We love this worn with the<a href=""/shoes/products/girls/white-and-blue-thin-strap-sandals.html"" target=""_self""><strong> D&amp;G Junior White And Blue Thin Strap Sandals </strong></a>and the <strong>Junior Gaultier Pink And White Striped Heart Bag</strong></p>
<p>/girls/products/accessories/pink-and-white-striped-heart-bag.html</p>",GALL4130206-03,61,"2012-02-01 10:22:34","2012-02-01 10:22:34",62.0000,"John Galliano Girls Gazette Print Summer Dress"
91469,"GALL4130206-03-10 years","Gazette Print Summer Dress-10 years","<p><a href=""/designers/j-designers/john-galliano.html"" target=""_self"">John Galliano</a> gazette print summer dress with adjustable spaghetti straps. Also features  an elasticated waistband a frill trim at the hem and the brand's signature print all over. Made from 95% cotton and 5% Elastane, machine  wash at 30 degrees.</p>
<p><strong><a href=""/designers/j-designers/john-galliano.html"" target=""_self""></a></strong></p>
<p>This fabulously feminine dress from <strong><a href=""../designers/j-designers/john-galliano.html"" target=""_self"">John Galliano</a> </strong>is perfect for balmy summer days spent down at the beach. Throw on over a stylish bikini or team with pretty sandals and a straw hat for a casual look. We love this worn with the<a href=""/shoes/products/girls/white-and-blue-thin-strap-sandals.html"" target=""_self""><strong> D&amp;G Junior White And Blue Thin Strap Sandals </strong></a>and the <strong>Junior Gaultier Pink And White Striped Heart Bag</strong></p>
<p>/girls/products/accessories/pink-and-white-striped-heart-bag.html</p>",GALL4130206-03,61,"2012-02-01 10:22:56","2012-02-01 10:22:56",62.0000,"John Galliano Girls Gazette Print Summer Dress"
91470,"GALL4130206-03-12 years","Gazette Print Summer Dress-12 years","<p><a href=""/designers/j-designers/john-galliano.html"" target=""_self"">John Galliano</a> gazette print summer dress with adjustable spaghetti straps. Also features  an elasticated waistband a frill trim at the hem and the brand's signature print all over. Made from 95% cotton and 5% Elastane, machine  wash at 30 degrees.</p>
<p><strong><a href=""/designers/j-designers/john-galliano.html"" target=""_self""></a></strong></p>
<p>This fabulously feminine dress from <strong><a href=""../designers/j-designers/john-galliano.html"" target=""_self"">John Galliano</a> </strong>is perfect for balmy summer days spent down at the beach. Throw on over a stylish bikini or team with pretty sandals and a straw hat for a casual look. We love this worn with the<a href=""/shoes/products/girls/white-and-blue-thin-strap-sandals.html"" target=""_self""><strong> D&amp;G Junior White And Blue Thin Strap Sandals </strong></a>and the <strong>Junior Gaultier Pink And White Striped Heart Bag</strong></p>
<p>/girls/products/accessories/pink-and-white-striped-heart-bag.html</p>",GALL4130206-03,61,"2012-02-01 10:23:06","2012-02-01 10:23:06",62.0000,"John Galliano Girls Gazette Print Summer Dress"
91471,BG--4111035-03,"White Shirt with Blue Saddle Stitching ","<p><a href=""/designers/b-designers/baby-graziella.html"">Baby Graziella</a> white shirt features a formal collar, short sleeves, button fastenings down the centre front, and blue saddle stitching along collar, cuffs and seam. Made from 100% cotton, handwash only.</p>
<p>Every growing young boy needs a staple white shirt in his wardrobe, and this variation from <a href=""/designers/b-designers/baby-graziella.html""><strong>Baby Graziella</strong></a> is the perfect option. Having taken the basic cut and style of a white formal shirt, the added edge of blue saddle stitching gives a trendy twist that will not go unnoticed. If you are a fan of this item, you may also wish to take a look at <a href=""/babies/products/t-shirts-tops/blue-oxford-shirt.html""><strong>Gant Blue Oxford Shirt</strong></a> and <a href=""/babies/products/t-shirts-tops/white-oxford-shirt.html""><strong>Tommy Hilfiger White Oxford Shirt</strong></a>.</p>",BG--4111035-03,651,"2012-02-01 10:25:58","2012-02-02 15:41:22",57.0000,"Baby Graziella White Shirt with Blue Saddle Stitching"
91472,BG--4111247-03,"Navy linen shorts","<p><a href=""/designers/b-designers/baby-graziella.html"">Baby Graziella</a> navy linen shorts feature turned up hemlines with a white stripe trim, a button and zip fastening fly and an adjustable waistband. Additionally have two pockets, a cotton lining and belt loops. Made from 100% Linen, hand wash only.</p>
<p>A lightweight alternative to classic shorts, this versatile pair from <a href=""/designers/b-designers/baby-graziella.html""><strong>Baby Graziella</strong></a> will have tiny tots looking effortlessly chic. With laid back detailing and a sophisticated navy hue, the nautical inspired piece is a must have for the season.&nbsp; Complete the look with the <a href=""/new-in/categories/babies/white-pique-polo-with-red-stripe.html""><strong>Gant white pique polo with red stripe</strong></a> and the <a href=""/babies/products/shoes-1/blue-boat-shoes.html""><strong>Mayoral navy blue boat shoes</strong></a>.</p>",BG--4111247-03,651,"2012-02-01 10:28:26","2012-02-02 14:32:40",66.0000,"Baby Graziella Babies Navy Linen Shorts"
91473,"BG--4111035-03-9 months","White Shirt with Blue Saddle Stitching -9 months","<p><a href=""/designers/b-designers/baby-graziella.html"">Baby Graziella</a> white shirt features a formal collar, short sleeves, button fastenings down the centre front, and blue saddle stitching along collar, cuffs and seam. Made from 100% cotton, handwash only.</p>
<p>Every growing young boy needs a staple white shirt in his wardrobe, and this variation from <a href=""/designers/b-designers/baby-graziella.html""><strong>Baby Graziella</strong></a> is the perfect option. Having taken the basic cut and style of a white formal shirt, the added edge of blue saddle stitching gives a trendy twist that will not go unnoticed. If you are a fan of this item, you may also wish to take a look at <a href=""/babies/products/t-shirts-tops/blue-oxford-shirt.html""><strong>Gant Blue Oxford Shirt</strong></a> and <a href=""/babies/products/t-shirts-tops/white-oxford-shirt.html""><strong>Tommy Hilfiger White Oxford Shirt</strong></a>.</p>",BG--4111035-03,651,"2012-02-01 10:34:43","2012-02-01 10:37:07",57.0000,"Baby Graziella White Shirt with Blue Saddle Stitching"
91474,"BG--4111035-03-12 months","White Shirt with Blue Saddle Stitching -12 months","<p><a href=""/designers/b-designers/baby-graziella.html"">Baby Graziella</a> white shirt features a formal collar, short sleeves, button fastenings down the centre front, and blue saddle stitching along collar, cuffs and seam. Made from 100% cotton, handwash only.</p>
<p>Every growing young boy needs a staple white shirt in his wardrobe, and this variation from <a href=""/designers/b-designers/baby-graziella.html""><strong>Baby Graziella</strong></a> is the perfect option. Having taken the basic cut and style of a white formal shirt, the added edge of blue saddle stitching gives a trendy twist that will not go unnoticed. If you are a fan of this item, you may also wish to take a look at <a href=""/babies/products/t-shirts-tops/blue-oxford-shirt.html""><strong>Gant Blue Oxford Shirt</strong></a> and <a href=""/babies/products/t-shirts-tops/white-oxford-shirt.html""><strong>Tommy Hilfiger White Oxford Shirt</strong></a>.</p>",BG--4111035-03,651,"2012-02-01 10:35:16","2012-02-01 10:37:28",57.0000,"Baby Graziella White Shirt with Blue Saddle Stitching"
91475,"BG--4111035-03-18 months","White Shirt with Blue Saddle Stitching -18 months","<p><a href=""/designers/b-designers/baby-graziella.html"">Baby Graziella</a> white shirt features a formal collar, short sleeves, button fastenings down the centre front, and blue saddle stitching along collar, cuffs and seam. Made from 100% cotton, handwash only.</p>
<p>Every growing young boy needs a staple white shirt in his wardrobe, and this variation from <a href=""/designers/b-designers/baby-graziella.html""><strong>Baby Graziella</strong></a> is the perfect option. Having taken the basic cut and style of a white formal shirt, the added edge of blue saddle stitching gives a trendy twist that will not go unnoticed. If you are a fan of this item, you may also wish to take a look at <a href=""/babies/products/t-shirts-tops/blue-oxford-shirt.html""><strong>Gant Blue Oxford Shirt</strong></a> and <a href=""/babies/products/t-shirts-tops/white-oxford-shirt.html""><strong>Tommy Hilfiger White Oxford Shirt</strong></a>.</p>",BG--4111035-03,651,"2012-02-01 10:35:43","2012-02-01 10:36:41",57.0000,"Baby Graziella White Shirt with Blue Saddle Stitching"
